ID NO,Name,Title,Date,Venue,Region,Oppose/Support,Party Affiliation,IDNO,Name,Month,Day ,Year,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
1467,Callahan,Representative,9-Oct-02,House,Iraq,1,R,1467,Callahan,10,9,2,243,16.2,31.28,76.13,46.91,12.35,8.64,4.94,2.88,0,0.41,0.41,3.7,4.53,11.11,8.23,0.82,6.58,1.65,2.06,13.17,4.12,1.65,1.65,0.82,0,8.23,0,0.41,1.65,9.88,4.94,4.94,0,3.29,0.41,11.11,1.65,1.65,1.23,1.23,1.65,0.82,2.88,1.23,1.23,0,0.82,0.41,0,0,0,0,0,10.29,2.06,4.94,2.88,4.12,3.7,0.82,0.41,0,0,2.06,0,0,0,6.17,4.53,0,0,0,0,0.41,0,1.23,0,0,12.35
1468,Chambliss,Representative,9-Oct-02,House,Iraq,1,R,1468,Chambliss,10,9,2,476,19.83,37.82,66.39,38.24,6.3,2.52,0.42,1.26,0,0.42,0.42,3.78,8.19,8.82,5.88,0.42,6.51,0.21,1.68,12.39,3.36,1.05,0.84,0.21,0,4.41,0.21,0.42,0.63,8.61,2.94,5.67,0.84,4.2,0,11.55,2.31,2.31,0.42,0.84,1.05,0.84,3.99,0.21,0.21,0,0.21,0,0.21,0,0.21,0,0,8.82,1.47,4.2,2.73,2.52,3.99,0.42,0.21,0.63,0.21,0.42,0,0.21,0,5.88,4.41,0,0.21,0,0,0.42,0,0.63,0,0,11.55
1469,Cantor,Representative,9-Oct-02,House,Iraq,1,R,1469,Cantor,10,9,2,441,15.21,36.05,74.15,43.54,9.52,6.58,2.04,2.72,0,1.59,0.23,2.95,7.71,7.71,6.12,0.23,4.54,2.27,2.04,13.61,4.08,0.45,1.13,0.91,0,9.98,0,0.23,2.04,8.84,3.17,5.67,1.13,4.08,0,15.19,2.72,2.27,1.59,1.59,2.27,1.59,5.22,0.68,0.91,0,0.68,0,0.45,0.23,0,0,0.23,12.47,2.49,3.63,6.35,2.95,4.99,0,0,0.23,0.45,0.45,0,0,0,6.12,5.22,0.68,0,1.13,0,0.23,0,0.23,0.23,0,14.06
1470,Cardin,Representative,9-Oct-02,House,Iraq,0,D,1470,Cardin,10,9,2,671,16.77,38.3,70.94,40.83,7.15,3.13,1.04,1.19,0,0.89,0,4.02,9.54,8.2,5.51,0.6,5.07,1.19,2.09,12.82,4.02,0.45,1.64,0,0,4.47,0,0,1.34,7.15,2.09,5.07,0.45,4.02,0.15,15.35,3.87,3.87,1.94,1.94,1.04,1.34,1.94,1.49,0.6,0,0.6,0,0.15,0,0.15,0,0,9.99,1.79,5.96,2.09,3.28,4.92,0.15,0.3,0.15,0.45,0.3,0.15,0,0,7.9,2.98,0,0,0,0,0.15,0,1.19,0.3,0,12.82
1471,Castle,Representative,9-Oct-02,House,Iraq,1,R,1471,Castle,10,9,2,626,17.39,33.39,76.04,44.73,9.42,6.07,2.24,1.44,0,1.6,0.8,3.35,6.39,11.98,7.03,1.28,8.63,1.12,1.6,12.94,4.95,0.64,3.19,0.16,0,9.9,0,0.16,1.92,7.99,3.51,4.31,1.12,2.56,0,15.18,2.56,1.28,2.08,1.76,1.92,1.6,3.83,1.76,0.8,0.16,0.64,0,0.16,0,0.16,0,0,10.38,1.28,4.95,3.99,3.51,2.08,0.64,0.32,0.16,0.16,0.48,0,0,0.16,6.23,5.43,0.16,0.32,0,0,0.96,0,0.64,0,0,13.74
1472,Christensen,Representative,9-Oct-02,House,Iraq,,D,1472,Christensen,10,9,2,749,20.81,32.58,73.3,43.93,10.01,6.14,2.94,2.27,0,0.27,0.67,3.87,8.14,9.21,5.74,0.4,4.94,1.74,2.4,11.88,3.87,1.07,1.74,0.93,0,8.14,0,0.67,2.14,7.08,2.4,4.41,0.53,2.8,0.53,15.35,2,2.94,2.94,0.8,1.47,1.6,3.74,1.2,1.47,0.27,1.07,0.13,0.8,0.27,0.4,0.13,0,10.55,1.2,5.61,3.6,2.94,3.47,0,0.27,0.27,0,1.87,0,0.13,0,6.14,6.41,0,0,0,0,1.2,0,0.27,0,0,14.02
1473,Collins,Representative,9-Oct-02,House,Iraq,1,R,1473,Collins,10,9,2,943,20.06,31.5,74.55,46.24,11.13,6.26,0.74,3.08,0.21,2.12,0.11,4.88,7.1,9.54,5.83,0.95,5.41,1.17,2.12,12.62,5.51,1.27,1.48,0.74,0.11,10.18,0,0.32,2.33,7.53,1.8,5.73,1.27,3.61,0.53,15.38,2.44,1.17,0.64,1.06,1.06,1.59,6.15,2.12,1.17,0,0.85,0.32,1.17,0.42,0.64,0,0.11,10.39,1.59,5.2,3.29,2.01,2.44,0.21,0.32,0,0.32,0.95,0,0,0,5.83,4.98,0.11,0.85,0,0,0.21,0,0.32,0,0,12.3
1474,Crenshaw,Representative,9-Oct-02,House,Iraq,1,R,1474,Crenshaw,10,9,2,311,14.14,28.94,75.24,45.66,10.61,7.07,1.29,3.22,0,2.25,0.32,3.54,8.04,8.68,6.43,0.32,5.47,2.25,2.89,9.65,5.47,2.57,0.64,0.32,0,9.65,0,0.32,2.25,8.04,2.57,5.47,0,4.18,0.64,19.29,1.93,2.89,4.18,0.64,2.57,1.29,5.47,2.57,0.96,0.32,0.32,0,1.29,0.96,0.32,0,0,12.54,1.93,7.07,3.54,0.96,3.22,0.32,0,0,0.32,1.61,0.32,0,0,7.07,6.75,0.32,0.32,0,0,0,0,0.32,0,0,14.79
1475,Cummings,Representative,9-Oct-02,House,Iraq,0,D,1475,Cummings,10,9,2,674,21.06,35.16,69.58,43.32,8.46,3.41,0.89,1.93,0,0,0.59,5.04,8.9,7.57,5.64,0.59,4.3,1.48,1.48,13.5,3.86,1.19,1.48,0.74,0,5.49,0,0.15,1.34,6.82,4.01,2.82,0,2.08,0.45,13.8,2.08,1.78,1.63,0.74,2.08,1.78,3.41,1.04,1.19,0.45,0.74,0,0.74,0.15,0.45,0.15,0,11.28,1.34,7.12,2.67,2.67,2.67,0,0.3,0.59,0.59,0.3,0.3,0.3,0,7.42,5.93,0.15,0,0,0,0,0,0.45,0.3,0,14.54
1476,Cunningham,Representative,9-Oct-02,House,Iraq,1,R,1476,Cunningham,10,9,2,599,14.61,26.54,75.63,48.08,14.02,7.51,4.34,1.17,0.33,0.83,0.83,6.51,5.68,14.69,8.01,1.67,10.18,1,2.17,10.85,6.01,0.83,1.67,0.33,0,8.35,0.5,1,2.34,6.84,2.17,4.51,1.17,2.34,0.33,15.36,2.34,1,1.5,1.84,1.84,0.83,5.01,2.67,2.5,0.5,1.17,0.5,1.67,0.5,0.83,0.17,0.17,9.52,1.34,5.51,2.67,2.17,1.17,0.5,0.5,0.5,0,1,0.33,0,0.33,6.68,8.68,0.67,0.5,0.5,0,0.33,0,0.17,0,0.5,18.03
1477,Delahunt,Representative,9-Oct-02,House,Iraq,0,D,1477,Delahunt,10,9,2,2201,20.57,33.98,72.38,43.62,10.13,4.04,0.91,1.27,0.09,1.18,0.59,6.09,8.81,8.13,5.77,1.5,5.09,0.64,2.27,10.36,4.5,1.36,1.45,0.73,0,7.41,0.05,0.14,0.64,7.36,2.59,4.73,0.95,3.13,0.41,14.36,2.45,2.27,1.23,1.95,1.27,0.95,2.95,2.36,1.77,0.18,1.36,0.23,0.36,0.09,0.14,0,0.14,10.72,1.41,4.5,4.32,3.59,3.04,0.32,0.23,0.27,0.23,0.32,0,0.05,0,6.54,4.63,0.23,0,0.14,0,0.55,0,5.82,0.05,0,17.99
1478,DeLauro,Representative,9-Oct-02,House,Iraq,0,D,1478,DeLauro,10,9,2,653,20.41,33.08,74.43,45.33,10.57,5.36,1.99,3.06,0,0.31,0,5.21,8.58,8.73,5.67,0.77,5.67,1.38,1.38,12.1,4.9,1.53,2.6,0.15,0,5.82,0,0.31,0.46,7.04,2.3,4.44,1.23,2.45,0.31,17.46,1.68,3.22,1.23,1.99,1.23,2.91,4.9,1.84,0.46,0.15,0.31,0,0.31,0,0.31,0,0,12.25,3.06,6.28,2.6,4.29,4.59,0.31,0.31,0.15,0.46,1.68,0,0.15,0,6.74,3.98,0,0,0,0,0.46,0,0.46,0,0,11.64
1479,DeMint,Representative,9-Oct-02,House,Iraq,1,R,1479,DeMint,10,9,2,642,18.88,36.29,76.95,41.74,6.85,4.36,0,0.62,0,2.65,1.09,2.49,5.45,7.63,4.98,1.4,5.14,0.31,3.43,13.55,5.45,1.71,2.49,0.31,0,8.57,0,0.16,1.09,9.97,4.05,5.92,1.4,3.27,0.16,15.42,1.87,2.49,0.93,0.62,1.71,1.09,6.07,0.78,1.71,0.16,0.62,0.16,0.93,0,0.62,0,0.31,14.8,1.71,7.17,5.76,4.21,2.65,0.31,0.16,0.93,0.78,0.31,0,0,0.16,6.85,4.52,0,0.16,0,0,0.62,0,0.78,0,0,12.93
1480,Dicks,Representative,9-Oct-02,House,Iraq,1,D,1480,Dicks,10,9,2,781,26.03,38.03,72.22,42.25,10.37,5.25,2.05,1.28,0,1.41,0.51,5.12,7.3,9.48,5.63,0.64,6.15,0.77,1.54,13.06,2.94,0.64,1.15,0.38,0,4.61,0,0,0.38,9.09,3.97,5.12,0.38,4.23,0.26,13.19,2.3,2.56,0.77,1.15,1.15,1.66,3.84,0.38,0.51,0,0.26,0.13,0.38,0.38,0,0,0,12.29,1.79,6.53,3.84,3.71,4.35,0.13,0,0.38,0,0.38,0.13,0,0,5.38,4.1,0.13,0,0,0,0.13,0,0.9,0,0,10.63
1481,Dingell,Representative,9-Oct-02,House,Iraq,0,D,1481,Dingell,10,9,2,1522,16.37,27,79.24,53.42,12.42,6.57,2.3,2.56,0,1.31,0.39,5.85,8.94,12.35,8.67,3.42,6.57,1.25,3.09,10.84,6.64,2.56,1.45,0.13,0,8.08,0.07,0.46,1.51,6.64,3.81,2.83,0.99,1.18,0.46,18.27,1.45,2.89,1.38,1.84,1.05,0.2,5.98,4.4,0.85,0.53,0.26,0.07,0.13,0,0.13,0,0,11.1,1.97,7.03,1.97,3.22,3.88,0.39,0,0.13,0,0.13,0,0,0,6.37,6.31,0,0.2,0,0,0,0,0,0,0,12.88
1482,Doggett,Representative,9-Oct-02,House,Iraq,0,D,1482,Doggett,10,9,2,756,21,33.2,71.83,42.72,9.26,5.29,0.66,3.97,0,0.53,0.13,3.97,7.01,10.32,6.35,0.93,6.08,1.72,1.85,11.51,3.7,1.85,2.12,0.66,0,7.94,0.93,0,0.53,9.66,4.1,5.42,0.93,3.17,1.06,17.99,1.98,2.38,1.98,2.25,2.25,2.25,3.84,3.04,1.19,0.26,0.79,0,0.53,0.26,0.26,0,0,8.86,1.06,5.03,2.78,1.59,1.98,1.32,1.46,0.26,0.53,0.79,0.26,0.13,0.13,6.88,7.28,0.13,0,0.53,0,0.4,0,6.88,0.66,0.13,23.54
1483,Dooley,Representative,9-Oct-02,House,Iraq,1,D,1483,Dooley,10,9,2,109,15.57,39.45,74.31,40.37,12.84,7.34,4.59,1.83,0,0.92,0,5.5,4.59,11.01,5.5,0,9.17,0.92,0,12.84,3.67,0,1.83,0,0,5.5,0,0,0.92,10.09,3.67,6.42,0,6.42,0,18.35,3.67,4.59,1.83,1.83,0,3.67,3.67,0.92,0.92,0,0.92,0,0,0,0,0,0,9.17,0.92,7.34,1.83,2.75,2.75,0,0,0,0,0,0,0,0.92,10.09,7.34,0,0,0,0,0,0,0,0,0,17.43
1484,Doyle,Representative,9-Oct-02,House,Iraq,0,D,1484,Doyle,10,9,2,983,16.11,29.3,76.6,50.76,12.82,7.02,2.24,3.56,0,0.41,0.81,5.8,8.55,11.7,6.92,0.31,9.77,0.81,2.34,11.8,5.29,0.92,2.64,0.92,0,8.24,0.41,0,0.61,6,3.56,2.44,0.1,1.53,0.31,18.21,3.76,2.34,1.22,2.14,1.32,1.32,5.39,2.44,1.42,0.51,0.92,0.2,0.1,0,0.1,0,0,8.95,1.53,4.58,2.64,3.36,3.46,0,0.1,0.31,0,0.1,0.2,0,0.1,6.71,4.68,0,0.61,0.31,0,0.2,0,0.71,0.1,0,13.43
1485,Edwards,Representative,9-Oct-02,House,Iraq,1,D,1485,Edwards,10,9,2,588,14.7,30.44,74.83,46.43,8.67,5.95,2.21,0.51,0,2.72,0.51,2.72,6.97,10.37,6.97,1.87,6.12,0.85,3.06,11.39,5.61,2.38,1.87,1.53,0,9.01,0.34,0.51,1.7,9.52,2.21,7.31,0.85,4.59,1.19,13.1,1.02,1.87,1.36,1.87,1.36,1.53,3.23,3.06,1.36,0.34,0.85,0.17,0.17,0.17,0,0,0,12.41,2.04,4.08,6.29,3.4,2.89,0.17,0.51,0,0.51,1.19,0.34,0,0,7.14,6.63,0,0.17,0.68,0,0,0,0.34,0,0,14.97
1486,Eshoo,Representative,9-Oct-02,House,Iraq,0,D,1486,Eshoo,10,9,2,585,13.93,33.16,72.14,46.84,14.19,8.03,1.54,4.62,0,0.85,1.03,6.15,6.67,9.06,7.01,0.51,6.5,1.37,3.08,10.26,6.15,0.51,0.85,0.85,0,8.55,0,0.34,0.85,5.47,1.2,4.27,0.34,2.56,0.85,15.38,3.08,2.22,0.68,1.03,0.68,0.51,7.18,1.2,1.2,0.17,0.68,0.34,0.17,0,0.17,0,0,10.77,2.39,2.74,5.3,4.44,2.22,0,0.17,0.85,0,1.2,0.17,0.17,0,6.67,4.27,0.17,0.17,0.85,0,0.68,0,0.68,0,0,13.5
1487,Everett,Representative,9-Oct-02,House,Iraq,1,R,1487,Everett,10,9,2,516,22.43,37.79,69.77,44.38,8.72,4.07,0.78,1.55,0,1.74,0,4.65,9.11,8.91,5.43,1.55,4.84,0.39,1.55,12.21,4.46,0.58,3.1,0.39,0,6.01,0,0,0.97,5.23,1.94,3.29,0.19,2.13,0.39,17.05,3.29,2.71,0.97,0.19,2.33,2.13,4.65,0.78,0.58,0,0.39,0.19,0.39,0.19,0.19,0,0,9.69,0.78,4.46,4.46,2.52,2.71,0,0.39,0,0.19,0.58,0,0,0,4.65,3.88,0.19,0.39,0,0,0.39,0,2.13,0.39,0,12.4
1488,Faleomavaega,Representative,9-Oct-02,House,Iraq,,D,1488,Faleomavaega,10,9,2,845,27.26,28.99,79.64,48.88,12.07,7.81,3.55,3.31,0.24,0.59,0.12,4.26,6.63,9.94,5.21,2.13,5.56,0.95,3.55,14.08,5.92,1.18,1.66,1.3,0,9.82,0.47,0.47,1.18,6.51,3.67,2.72,0.12,1.3,0.24,15.98,1.66,1.78,1.78,1.89,1.78,0.71,4.5,2.49,0.95,0,0.95,0,1.42,0.36,0.95,0,0.12,11.83,1.3,6.27,3.67,4.26,3.55,0.12,0.24,0.24,0,1.07,0.36,0.12,0,4.97,6.98,0,0.24,0.36,0,0.36,0,4.62,0,0,17.51
1489,Fletcher,Representative,9-Oct-02,House,Iraq,1,R,1489,Fletcher,10,9,2,338,16.9,31.66,73.37,44.97,9.76,6.8,1.78,2.66,0.3,0.89,1.18,2.96,7.1,11.54,6.21,2.37,4.73,0.89,3.25,11.83,4.44,1.48,0.89,1.48,0,8.28,0,0,0.89,10.36,3.55,6.8,2.07,2.66,1.48,12.72,1.18,1.78,0.59,0.3,2.37,1.48,4.14,2.07,1.48,0,1.18,0,0.3,0,0,0,0.3,12.43,2.07,5.33,4.73,2.66,4.14,0,0,0.59,0,1.18,0,0,0,7.69,6.51,0,0,0,0,0.59,0,3.55,0,0,18.34
1490,Foley,Representative,9-Oct-02,House,Iraq,1,R,1490,Foley,10,9,2,337,14.04,30.27,76.26,48.07,13.06,9.2,0.3,4.45,0,4.45,0,3.86,8.31,12.17,8.01,0.3,8.61,1.48,1.48,10.68,4.75,2.67,1.48,0.3,0,14.24,0,0.3,2.67,5.04,1.19,3.86,0.59,2.67,0,20.18,2.08,3.26,3.26,1.19,2.67,1.19,8.31,2.08,0.59,0,0.59,0,0.3,0.3,0,0,0,8.9,2.08,4.15,2.67,2.08,1.48,0,0.3,0.3,0.59,0.89,0.3,0,0,8.9,5.34,0,0,0,0,1.19,0,1.48,0,0,16.91
1491,Gallegy,Representative,9-Oct-02,House,Iraq,1,R,1491,Gallegy,10,9,2,643,20.74,34.68,72.78,41.52,8.55,3.89,0.93,2.02,0,0.47,0.47,4.67,7.78,7.15,3.58,0.93,3.89,0.62,2.8,13.22,4.51,0.78,1.71,0.31,0,7.47,0,0.16,1.56,7.93,4.04,3.89,0.47,3.11,0.16,16.02,2.8,1.56,0.62,0.47,1.87,1.71,5.29,1.24,1.24,0.16,0.62,0.31,0.31,0.31,0,0,0,12.29,1.71,6.07,4.51,4.04,3.73,0,0.62,0.31,0,0.16,0,0.16,0,6.07,4.35,0,0.16,0,0,0.16,0,0.93,0.47,0,12.6
1492,Gekas,Representative,9-Oct-02,House,Iraq,1,R,1492,Gekas,10,9,2,367,30.58,24.25,75.75,50.95,13.9,7.36,0.82,4.36,0,0,2.18,6.54,8.72,6.27,5.45,0.27,4.36,1.09,2.18,13.35,6.81,0.27,1.63,0.27,0,10.35,0.27,0,1.91,6.27,3,3.27,1.36,1.09,0.54,17.98,3.81,1.91,1.36,2.45,0.82,1.36,5.72,2.45,0.82,0.54,0.27,0,0.27,0,0.27,0,0,9.81,1.91,5.18,2.45,2.18,2.45,0.27,0.82,0.82,0.27,0.27,0,0,0,2.45,5.18,0,0.54,0.82,0,0.27,0,0,0,0,9.26
1493,Goodlatte,Representative,9-Oct-02,House,Iraq,1,R,1493,Goodlatte,10,9,2,676,17.33,35.06,71.3,42.01,8.28,5.18,0.3,2.07,0,2.07,0.74,3.11,7.69,9.32,6.51,2.66,4.14,1.04,1.48,12.43,3.4,1.48,1.18,0.15,0,8.88,0,0.15,0.89,9.02,2.51,6.51,0.89,4.44,0.74,14.94,2.96,1.33,1.18,1.63,1.63,1.63,3.7,1.92,1.04,0.15,0.59,0.15,0.89,0.59,0.15,0,0.15,11.24,1.63,5.47,4.14,2.81,2.96,0.15,0.15,0.3,0.3,1.63,0.15,0.15,0,7.1,6.36,0,0.89,0,0,0.44,0,1.63,0,0,16.42
1494,Goss,Representative,9-Oct-02,House,Iraq,1,R,1494,Goss,10,9,2,636,14.13,25.94,72.33,48.74,12.74,6.92,1.73,2.83,0,2.04,0.31,5.82,6.76,9.91,6.76,1.73,6.76,0.94,3.46,12.89,4.25,1.73,1.42,0.79,0,8.65,0.16,0.31,1.42,7.39,2.99,4.4,1.26,2.52,0.16,13.68,1.57,1.42,0.47,0.94,1.42,0.94,6.13,1.57,1.1,0.31,0.63,0.16,0.31,0.31,0,0,0,11.64,2.2,5.66,3.3,1.73,2.67,0,0,0.16,0.16,0.31,0,0.16,0,7.08,5.19,0,0.16,0.31,0,0.31,0,0.16,0.16,0,13.52
1495,Greenwood,Representative,9-Oct-02,House,Iraq,1,R,1495,Greenwood,10,9,2,826,21.74,24.46,79.18,50.73,11.38,7.02,1.82,3.87,0,0.97,0.36,4.36,7.63,10.29,7.14,2.06,4.84,1.82,1.82,15.01,4.96,1.21,2.54,0.73,0.12,8.6,0.36,0.12,1.33,6.78,3.27,3.51,0.36,2.3,0.61,15.5,1.69,2.91,1.57,1.45,0.61,1.09,5.69,1.21,0.97,0,0.61,0.24,0.85,0.61,0.24,0,0,13.8,2.06,6.42,5.08,2.91,2.66,0.12,0.36,0.85,0.48,0.97,0,0,0,6.54,6.42,0,0.12,0,0,0.24,0,4.48,0,0,17.8
1496,Harman,Representative,9-Oct-02,House,Iraq,1,D,1496,Harman,10,9,2,1193,18.35,36.13,72,42.16,10.06,6.04,1.59,1.68,0,2.26,0.5,4.02,5.28,9.05,5.87,0.67,5.28,1.59,1.76,11.65,6.04,1.68,1.34,0.34,0,6.79,0,0.42,0.42,7.71,3.52,4.19,1.09,2.85,0.17,19.03,2.93,2.85,1.84,1.09,1.17,1.93,6.12,2.35,0.5,0.17,0.34,0,0.08,0,0.08,0,0,10.48,2.85,4.53,3.19,4.36,4.44,0.42,0.42,0.17,0.34,0.34,0,0.08,0.17,7.21,4.86,0,0.17,0,0,0.25,0,1.84,0,0,14.33
1497,Herger,Representative,9-Oct-02,House,Iraq,1,R,1497,Herger,10,9,2,536,20.62,32.28,75,46.27,8.77,4.85,0.75,3.17,0,0.56,0.37,3.92,7.65,9.7,6.72,0.37,5.78,2.05,2.61,14.93,5.22,0.56,1.31,0.19,0,7.09,0.19,0.37,1.12,9.33,4.66,4.48,1.12,2.99,0.19,17.35,2.99,2.43,2.24,2.24,2.8,1.49,5.04,0.75,0.56,0.37,0.19,0,0,0,0,0,0,11.57,1.31,5.78,4.48,2.8,3.36,0.56,0.37,0.37,0,0.37,0,0,0.19,5.04,5.41,0.19,0,0.56,0,0.75,0,0.93,0,0,12.87
1498,Hinojosa,Representative,9-Oct-02,House,Iraq,0,D,1498,Hinojosa,10,9,2,570,22.8,38.6,71.75,41.58,8.07,5.09,2.46,2.28,0,0.18,0.18,2.98,7.72,10,6.14,1.23,4.56,2.98,1.05,12.28,4.04,1.23,1.75,0.18,0,7.02,0.18,0.7,0.53,5.96,4.21,1.75,0,1.05,0.18,15.79,2.46,2.11,2.98,1.58,1.05,1.93,3.68,1.93,1.23,0.53,0.7,0.18,0.7,0.18,0.53,0,0,9.12,1.93,5.26,1.75,5.96,6.32,0,0.7,0.7,0,0.35,0.7,0,0,5.44,6.14,0.18,0.53,0,0,0.35,0,1.23,0.18,0,14.21
1499,Hoekstra,Representative,9-Oct-02,House,Iraq,1,R,1499,Hoekstra,10,9,2,461,14.87,27.33,80.48,49.24,11.71,7.81,1.52,3.69,0,1.3,1.3,3.9,7.16,11.06,7.59,1.74,7.16,1.3,3.69,12.36,3.25,1.74,2.39,0.43,0,11.28,0,0,2.39,8.24,2.39,5.86,1.95,3.25,0.22,17.79,2.39,3.47,0,2.39,1.95,1.3,4.77,1.52,1.08,0.22,0.87,0,0.43,0.22,0.22,0,0,15.84,2.6,6.94,5.42,2.39,3.47,0.87,0,0.22,0.43,0.87,0,0,0.22,7.38,4.34,0,0,0.65,0,0.65,0,0.22,0,0,13.23
1500,Holden,Representative,9-Oct-02,House,Iraq,1,D,1500,Holden,10,9,2,355,16.14,28.17,77.46,47.61,14.93,10.14,2.82,5.92,0,1.41,0,4.79,5.63,9.86,6.2,1.13,6.76,0.85,0.85,14.08,3.94,1.69,1.97,0,0,11.83,0,0.85,2.54,7.61,1.41,6.2,0.56,3.94,0.56,16.9,3.38,1.13,1.69,1.41,1.41,1.41,5.07,1.69,1.41,0,0.85,0.56,0.56,0.56,0,0,0,8.73,1.41,3.94,3.38,3.1,2.54,0,0.28,0.28,0.28,0.85,0,0,0,6.76,5.92,0,0,0,0,0,0,0.28,0,0,12.96
1501,Honda,Representative,9-Oct-02,House,Iraq,0,D,1501,Honda,10,9,2,459,15.83,33.99,72.77,44.66,9.15,3.92,1.53,2.18,0,0.22,0,5.23,8.93,9.37,7.41,0.22,5.23,2.83,1.96,11.33,4.36,1.31,2.18,0.65,0,4.36,0,0,0.22,7.63,2.61,4.58,0.65,2.61,0.22,14.6,2.18,3.27,1.31,1.74,1.31,1.09,3.7,1.53,0.44,0,0.44,0,0.44,0,0.44,0,0,9.59,1.74,4.58,3.05,3.7,4.58,0,0.44,0.65,0,0.87,0.44,0.22,0,7.84,4.36,0,0.22,0.65,0,0.65,0,0.44,0,0,14.16
1502,Hooley,Representative,9-Oct-02,House,Iraq,0,D,1502,Hooley,10,9,2,588,17.82,25.17,78.74,53.23,12.59,7.14,1.87,4.76,0,0,0.51,5.44,6.29,12.76,8.84,2.04,8.33,1.7,3.91,12.24,6.63,2.04,2.55,0.85,0,9.69,0,0.17,0.51,6.8,3.06,3.74,0.51,2.89,0,19.22,3.4,2.38,1.02,2.89,1.87,1.53,6.12,2.89,0.34,0,0.34,0,0,0,0,0,0,12.41,1.53,6.29,4.25,1.19,1.53,0.17,0.17,0.85,0,2.04,0,0,0,5.44,5.44,0.17,0,0.85,0,0.17,0,0.85,0,0,12.93
1503,Horn,Representative,9-Oct-02,House,Iraq,1,R,1503,Horn,10,9,2,194,10.78,34.54,68.56,43.81,12.89,5.67,1.03,2.06,0,2.58,0,7.22,7.73,6.7,5.15,1.03,3.61,1.55,2.06,11.34,1.55,1.03,2.06,0.52,0,11.86,0.52,0.52,4.64,6.7,1.55,5.15,1.03,4.12,0,9.79,2.58,0,1.03,0.52,2.06,0,4.64,0,3.09,1.55,1.55,0,2.06,1.55,0,0.52,0,4.12,0.52,2.06,1.55,1.55,0.52,1.03,0,0.52,0,0.52,0,0.52,0,9.28,6.19,0.52,0,0,0,0.52,0,3.09,1.03,0,21.65
1504,Hoyer,Representative,9-Oct-02,House,Iraq,1,D,1504,Hoyer,10,9,2,721,14.71,37.86,70.6,41.61,10.54,6.8,1.11,2.22,0,2.91,0.55,3.74,4.99,7.21,4.99,0.69,4.3,1.11,1.53,12.21,4.99,1.94,1.25,0,0,9.71,0,0.14,1.53,8.46,3.19,5.27,0.97,2.77,0.55,17.61,1.39,2.64,1.66,1.25,1.8,2.22,5.96,2.36,1.11,0.28,0.69,0,0.42,0.28,0,0.14,0,11.1,0.55,5.96,4.58,2.5,2.91,0,0.42,0.14,0,0.83,0.14,0.14,0.14,7.07,5.13,0,0,0,0,0.42,0,0.28,0,0,12.9
1505,Inslee,Representative,9-Oct-02,House,Iraq,0,D,1505,Inslee,10,9,2,698,18.86,28.37,76.36,48.57,12.18,4.87,0.57,3.3,0,0.29,0.72,7.31,7.45,12.61,9.03,1.29,8.45,1.43,1.86,9.03,4.87,1.43,2.15,1.86,0,7.16,0.29,0,0.72,7.31,2.58,4.73,0.72,2.58,0.29,17.19,1.43,2.15,1.86,2.15,2.01,0.43,5.44,2.29,1.43,0.57,0.72,0.14,1.43,0.57,0.86,0,0,12.46,1.86,6.59,4.01,1.29,2.44,0.43,0.14,0.43,0.14,0.72,0.14,0,0,5.3,7.16,0.29,0.43,0,0,0.14,0,0.29,0,0,13.61
1506,Jefferson,Representative,9-Oct-02,House,Iraq,1,D,1506,Jefferson,10,9,2,673,17.71,30.01,76.08,45.77,9.36,3.71,1.34,1.93,0,0.45,0,5.65,9.06,10.4,6.98,1.19,6.84,1.78,2.23,11.44,3.57,1.34,1.34,0.74,0,5.35,0,0,1.63,7.13,3.42,3.71,1.04,2.38,0,16.05,1.93,3.42,1.78,1.93,1.93,1.49,3.12,2.08,1.34,0.15,1.04,0.15,0.15,0.15,0,0,0,11.29,2.23,5.2,3.86,3.57,2.82,0,0.3,0.3,0.15,0.45,0.15,0,0,7.88,3.57,0,0,0.45,0,0,0,1.34,0,0,13.22
1507,Kanjorski,Representative,9-Oct-02,House,Iraq,1,D,1507,Kanjorski,10,9,2,556,16.35,36.87,74.82,46.22,11.51,6.83,1.08,5.22,0,0.54,0,4.68,7.37,10.25,7.37,1.44,6.29,2.34,1.98,12.41,4.32,0.9,1.62,0.72,0,7.73,0,0.18,1.08,6.29,3.6,2.7,0,2.16,0.36,21.4,3.6,3.96,3.24,1.98,1.98,1.8,6.12,1.8,0.72,0,0.36,0.36,0.18,0.18,0,0,0,11.51,1.98,6.47,3.06,3.96,3.96,0,0.18,0.18,0,0.54,0,0,0.18,6.47,5.94,0,0,0,0,0,0,0.36,0,0,12.77
